"insee","nom","pixels_total_1990","pixels_total_2000","pixels_total_2012","agri_1990","agri_2000","agri_2012","foret_1990","foret_2000","foret_2012","agri_adj_foret_1990","agri_adj_foret_2000","agri_adj_foret_2012","diff_agri_12_90","diff_foret_12_90","agri_to_foret_90_12","foret_to_agri_90_12","diff_agri_00_90","diff_foret_00_90","agri_to_foret_90_00","foret_to_agri_90_00","agri_to_foret_00_12","foret_to_agri_00_12","diff_agri_12_00","diff_foret_12_00"
"52125","Chamarandes-Choignes",448,471,466,313,328,302,38,38,37,17,17,16,-11,-1,2,0,15,0,0,0,2,0,-26,-1
"52126","Choilley-Dardenay",254,255,261,181,181,187,73,74,74,23,23,23,6,1,0,0,0,1,0,0,0,0,6,0
"52127","Choiseul",791,785,785,759,753,753,0,0,0,0,0,0,-6,0,0,0,-6,0,0,0,0,0,0,0
"52128","Cirey-lès-Mareilles",352,355,324,224,224,209,128,131,115,1,1,0,-15,-13,0,0,0,3,0,0,0,0,-15,-16
"52129","Cirey-sur-Blaise",202,287,201,201,201,200,1,86,1,0,12,0,-1,0,0,0,0,85,0,0,0,0,-1,-85
"52130","Cirfontaines-en-Azois",370,326,327,120,120,121,224,180,180,25,25,25,1,-44,0,0,0,-44,0,0,0,0,1,0
"52131","Cirfontaines-en-Ornois",266,246,248,211,191,193,26,26,26,2,2,2,-18,0,0,0,-20,0,0,0,0,0,2,0
"52132","Clefmont",1168,1206,1201,470,469,468,657,696,692,4,4,4,-2,35,0,0,-1,39,0,0,0,0,-1,-4
"52133","Clinchamp",305,315,307,248,248,249,57,67,58,12,12,12,1,1,0,0,0,10,0,0,0,0,1,-9
"52134","Cohons",804,725,662,777,698,634,0,0,0,0,0,0,-143,0,0,0,-79,0,0,0,0,0,-64,0
"52135","Coiffy-le-Bas",663,696,696,494,494,494,136,169,170,39,50,52,0,34,1,0,0,33,0,0,1,0,0,1
"52136","Coiffy-le-Haut",660,655,659,636,631,635,0,0,0,0,0,0,-1,0,0,0,-5,0,0,0,0,0,4,0
"52137","Colmier-le-Bas",191,219,216,183,211,208,8,8,8,10,0,0,25,0,0,0,28,0,0,0,0,0,-3,0
"52138","Colmier-le-Haut",416,472,471,145,259,227,271,213,218,18,25,25,82,-53,1,0,114,-58,0,0,1,0,-32,5
"52140","Colombey les Deux Églises",2263,2249,2112,1473,1373,1288,756,842,784,26,26,21,-185,28,0,0,-100,86,0,0,0,0,-85,-58
"52141","Condes",134,123,124,39,28,28,68,68,69,0,0,0,-11,1,0,0,-11,0,0,0,0,0,0,1
"52142","Consigny",236,203,191,196,163,150,40,40,41,0,0,0,-46,1,0,0,-33,0,0,0,0,0,-13,1
"52145","Coublanc",460,448,443,188,195,194,248,229,225,14,22,22,6,-23,0,0,7,-19,0,0,0,0,-1,-4
"52146","Coupray",136,171,171,55,90,90,81,81,81,24,24,24,35,0,0,0,35,0,0,0,0,0,0,0
"52147","Courcelles-en-Montagne",461,481,452,323,320,313,138,161,139,1,0,0,-10,1,0,0,-3,23,0,0,0,0,-7,-22
"52149","Courcelles-sur-Blaise",68,66,60,68,66,60,0,0,0,0,0,0,-8,0,0,0,-2,0,0,0,0,0,-6,0
"52151","Cour-l'Évêque",201,221,218,101,121,118,75,75,75,8,8,8,17,0,0,0,20,0,0,0,0,0,-3,0
"52155","Culmont",440,446,444,378,380,378,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2,0
"52156","Curel",276,291,298,192,192,217,63,78,56,19,19,26,25,-7,0,20,0,15,0,0,0,22,25,-22
"52157","Curmont",27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52158","Cusey",414,415,416,270,270,270,117,117,117,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0
"52159","Cuves",230,223,207,230,223,207,0,0,0,0,0,0,-23,0,0,0,-7,0,0,0,0,0,-16,0
"52160","Daillancourt",99,99,98,72,72,71,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"52161","Daillecourt",566,566,568,566,566,568,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
"52162","Dammartin-sur-Meuse",946,946,946,920,920,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52163","Dampierre",730,730,730,673,673,659,0,0,26,0,0,0,-14,26,0,0,0,0,0,0,0,0,-14,26
"52164","Damrémont",358,358,406,299,294,295,32,32,80,5,5,20,-4,48,0,0,-5,0,0,0,0,0,1,48
"52165","Dancevoir",315,309,311,169,203,204,109,69,70,0,4,4,35,-39,0,0,34,-40,0,0,0,0,1,1
"52167","Darmannes",322,258,252,130,105,96,165,126,127,0,0,0,-34,-38,0,0,-25,-39,0,0,0,0,-9,1
"52168","Dinteville",214,323,323,101,207,208,88,91,90,0,7,7,107,2,0,0,106,3,0,0,0,0,1,-1
"52169","Domblain",70,37,76,70,37,76,0,0,0,0,0,0,6,0,0,0,-33,0,0,0,0,0,39,0
"52170","Dommarien",198,199,205,119,119,117,51,52,52,0,0,0,-2,1,0,0,0,1,0,0,0,0,-2,0
"52171","Dommartin-le-Franc",184,184,189,160,160,164,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0
"52172","Dommartin-le-Saint-Père",304,235,231,241,172,152,38,38,38,19,13,13,-89,0,0,0,-69,0,0,0,0,0,-20,0
"52173","Domremy-Landéville",373,296,249,373,296,249,0,0,0,0,0,0,-124,0,0,0,-77,0,0,0,0,0,-47,0
"52174","Doncourt-sur-Meuse",414,414,548,414,414,419,0,0,129,0,0,70,5,129,0,0,0,0,0,0,0,0,5,129
"52175","Donjeux",468,486,511,312,312,316,63,63,65,10,10,10,4,2,0,0,0,0,0,0,0,0,4,2
"52177","Doulaincourt-Saucourt",646,1054,864,408,408,399,204,612,418,0,0,0,-9,214,0,0,0,408,0,0,0,0,-9,-194
"52178","Doulevant-le-Château",342,376,362,285,319,266,57,57,57,34,19,11,-19,0,0,0,34,0,0,0,0,0,-53,0
"52179","Doulevant-le-Petit",46,56,50,46,56,50,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,-6,0
"52181","Échenay",143,185,172,143,185,172,0,0,0,0,0,0,29,0,0,0,42,0,0,0,0,0,-13,0
"52182","Éclaron-Braucourt-Sainte-Livière",1624,1690,1429,1089,941,929,387,601,321,0,2,2,-160,-66,0,0,-148,214,0,0,0,0,-12,-280
"52183","Ecot-la-Combe",605,830,743,125,98,98,480,732,645,23,52,52,-27,165,0,0,-27,252,0,0,0,0,0,-87
"52184","Effincourt",308,286,281,282,260,255,26,26,26,0,0,0,-27,0,0,0,-22,0,0,0,0,0,-5,0
"52185","Enfonvelle",765,717,716,765,674,675,0,14,13,0,21,19,-90,13,0,0,-91,14,0,0,0,1,1,-1
"52187","Épizon",520,631,606,493,493,469,0,111,111,0,0,0,-24,111,0,0,0,111,0,0,0,0,-24,0
"52189","Le Val-d'Esnoms",1474,1383,1378,1356,1266,1251,42,41,41,23,23,23,-105,-1,0,0,-90,-1,0,0,0,0,-15,0
"52190","Esnouveaux",534,463,466,508,437,430,0,0,0,0,0,0,-78,0,0,0,-71,0,0,0,0,0,-7,0
"52193","Euffigneix",360,350,354,302,296,289,31,27,28,28,28,29,-13,-3,1,0,-6,-4,0,0,1,0,-7,1
"52194","Eurville-Bienville",407,450,418,312,262,225,0,93,53,0,5,5,-87,53,0,0,-50,93,0,0,0,0,-37,-40
"52195","Farincourt",193,196,196,155,158,158,38,38,38,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
"52196","Faverolles",812,700,699,638,526,525,128,128,128,36,36,36,-113,0,0,0,-112,0,0,0,0,0,-1,0
"52197","Fayl-Billot",2043,2238,2196,1893,2048,2043,5,40,0,0,0,0,150,-5,0,0,155,35,0,0,0,0,-5,-40
"52198","Fays",191,150,152,191,150,152,0,0,0,0,0,0,-39,0,0,0,-41,0,0,0,0,0,2,0
"52199","Ferrière-et-Lafolie",90,140,121,72,122,106,18,18,15,7,7,6,34,-3,0,3,50,0,0,0,0,3,-16,-3
"52200","Flagey",201,159,159,201,159,159,0,0,0,0,0,0,-42,0,0,0,-42,0,0,0,0,0,0,0
"52201","Flammerécourt",131,131,129,131,131,129,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0
"52203","Fontaines-sur-Marne",29,72,60,15,15,8,0,43,36,0,0,0,-7,36,0,0,0,43,0,0,0,0,-7,-7
"52204","Forcey",188,194,168,188,194,168,0,0,0,0,0,0,-20,0,0,0,6,0,0,0,0,0,-26,0
"52205","Foulain",832,833,833,362,360,340,407,408,406,19,19,19,-22,-1,0,0,-2,1,0,0,0,0,-20,-2
"52206","Frampas",331,335,255,303,308,216,1,0,0,0,0,0,-87,-1,0,0,5,-1,0,0,0,0,-92,0
"52207","Frécourt",427,423,382,427,423,382,0,0,0,0,0,0,-45,0,0,0,-4,0,0,0,0,0,-41,0
"52208","Fresnes-sur-Apance",848,915,873,793,841,799,26,45,46,3,21,21,6,20,0,0,48,19,0,0,0,0,-42,1
"52211","Froncles",397,473,478,285,285,284,0,76,69,0,0,0,-1,69,0,0,0,76,0,0,0,0,-1,-7
"52212","Fronville",301,261,261,249,209,209,26,26,26,3,0,0,-40,0,0,0,-40,0,0,0,0,0,0,0
"52213","Genevrières",866,856,841,823,813,797,0,0,0,0,0,0,-26,0,0,0,-10,0,0,0,0,0,-16,0
"52214","La Genevroye",32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52216","Germaines",307,289,285,275,284,280,8,5,5,0,0,2,5,-3,0,0,9,-3,0,0,0,0,-4,0
"52217","Germainvilliers",554,552,595,531,529,511,0,0,61,0,0,15,-20,61,1,0,-2,0,0,0,1,0,-18,61
"52218","Germay",363,331,307,337,305,280,0,0,0,0,0,0,-57,0,0,0,-32,0,0,0,0,0,-25,0
"52219","Germisay",85,74,75,78,67,68,7,7,7,0,0,0,-10,0,0,0,-11,0,0,0,0,0,1,0
"52220","Giey-sur-Aujon",337,298,304,260,273,274,52,0,5,0,0,0,14,-47,0,0,13,-52,0,0,0,0,1,5
"52221","Gillancourt",155,148,149,38,38,38,91,84,85,0,0,0,0,-6,0,0,0,-7,0,0,0,0,0,1
"52222","Gillaumé",73,36,36,71,34,34,2,2,2,0,0,0,-37,0,0,0,-37,0,0,0,0,0,0,0
"52223","Gilley",456,453,479,432,429,439,0,0,0,0,0,0,7,0,0,0,-3,0,0,0,0,0,10,0
"52227","Graffigny-Chemin",950,937,914,898,886,888,26,25,0,3,3,0,-10,-26,0,0,-12,-1,0,0,0,0,2,-25
"52228","Grandchamp",280,280,281,278,278,279,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"52229","Grenant",453,453,457,413,410,417,40,43,40,11,11,10,4,0,0,0,-3,3,3,0,0,0,7,-3
"52230","Gudmont-Villiers",320,325,325,319,319,320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"52231","Guindrecourt-aux-Ormes",172,113,113,172,113,85,0,0,0,0,0,0,-87,0,0,0,-59,0,0,0,0,0,-28,0
"52232","Guindrecourt-sur-Blaise",234,206,207,128,100,100,106,106,107,3,3,3,-28,1,0,0,-28,0,0,0,0,0,0,1
"52233","Guyonvelle",200,222,221,174,196,195,0,0,0,0,0,0,21,0,0,0,22,0,0,0,0,0,-1,0
"52234","Hâcourt",277,277,277,277,277,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52235","Hallignicourt",233,397,359,98,98,134,73,205,109,8,12,11,36,36,1,0,0,132,0,0,1,0,36,-96
"52237","Harréville-les-Chanteurs",546,525,534,264,257,259,254,240,247,0,0,0,-5,-7,0,0,-7,-14,0,0,0,0,2,7
"52240","Heuilley-le-Grand",984,1022,1022,929,928,929,0,29,28,0,0,0,0,28,0,0,-1,29,0,0,0,0,1,-1
"52242","Haute-Amance",2273,2264,2207,2088,2079,2020,61,61,59,11,11,11,-68,-2,0,0,-9,0,0,0,0,0,-59,-2
"52243","Huilliécourt",461,459,459,436,434,433,0,0,0,0,0,0,-3,0,0,0,-2,0,0,0,0,0,-1,0
"52244","Humbécourt",231,448,231,202,143,144,0,276,48,0,14,0,-58,48,0,0,-59,276,0,0,0,0,1,-228
"52245","Humberville",189,214,187,189,187,187,0,27,0,0,0,0,-2,0,0,0,-2,27,0,0,0,0,0,-27
"52246","Humes-Jorquenay",1009,1004,975,954,949,907,2,2,2,4,4,4,-47,0,0,0,-5,0,0,0,0,0,-42,0
"52247","Illoud",306,280,273,236,210,202,37,37,36,11,11,11,-34,-1,0,0,-26,0,0,0,0,0,-8,-1
"52248","Is-en-Bassigny",1010,988,955,963,945,905,4,0,0,0,0,0,-58,-4,0,0,-18,-4,0,0,0,0,-40,0
"52249","Isômes",183,183,182,131,131,131,28,28,27,2,2,2,0,-1,0,0,0,0,0,0,0,0,0,-1
"52250","Joinville",631,737,738,212,212,167,237,343,356,5,5,8,-45,119,0,3,0,106,0,0,0,3,-45,13
"52251","Jonchery",769,766,741,410,409,361,274,271,272,51,48,48,-49,-2,0,0,-1,-3,0,0,0,0,-48,1
"52253","Juzennecourt",129,166,181,97,109,109,7,32,47,0,0,0,12,40,0,0,12,25,0,0,0,0,0,15
"52254","Lachapelle-en-Blaisy",311,301,299,148,148,148,163,153,151,11,11,11,0,-12,0,0,0,-10,0,0,0,0,0,-2
"52256","Lafauche",147,235,215,131,156,135,16,79,80,0,0,0,4,64,0,0,25,63,0,0,0,0,-21,1
"52257","Laferté-sur-Amance",608,616,616,604,612,612,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0
"52258","Laferté-sur-Aube",800,832,777,109,109,124,662,694,625,0,0,0,15,-37,0,0,0,32,0,0,0,0,15,-69
"52260","Lamancine",232,232,231,206,206,206,26,26,25,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,-1
"52264","Laneuvelle",561,561,563,374,374,359,162,162,179,46,46,46,-15,17,1,0,0,0,0,0,1,0,-15,17
"52265","Bayard-sur-Marne",323,388,376,267,240,239,0,84,66,0,15,8,-28,66,0,0,-27,84,0,0,0,0,-1,-18
"52266","Laneuville-à-Rémy",314,337,293,189,190,192,125,147,101,20,20,18,3,-24,0,1,1,22,0,0,0,1,2,-46
"52267","Laneuville-au-Pont",29,27,27,28,26,26,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,0,0,0,0
"52269","Langres",1870,1822,1791,1502,1454,1340,0,0,0,0,0,0,-162,0,0,0,-48,0,0,0,0,0,-114,0
"52271","Lanques-sur-Rognon",388,342,293,363,317,268,0,0,0,0,0,0,-95,0,0,0,-46,0,0,0,0,0,-49,0
"52272","Lanty-sur-Aube",201,242,211,175,185,184,0,31,0,0,6,0,9,0,0,0,10,31,0,0,0,0,-1,-31
"52273","Larivière-Arnoncourt",950,950,954,749,749,752,171,171,174,37,37,37,3,3,0,0,0,0,0,0,0,0,3,3
"52274","Latrecey-Ormoy-sur-Aube",1221,1203,1221,377,356,374,780,815,813,83,103,107,-3,33,0,0,-21,35,0,0,0,0,18,-2
"52275","Lavernoy",339,333,333,339,333,333,0,0,0,0,0,0,-6,0,0,0,-6,0,0,0,0,0,0,0
"52276","Laville-aux-Bois",185,185,169,138,138,88,47,47,46,0,0,0,-50,-1,0,0,0,0,0,0,0,0,-50,-1
"52277","Lavilleneuve",508,472,473,508,472,443,0,0,0,0,0,0,-65,0,0,0,-36,0,0,0,0,0,-29,0
"52278","Lavilleneuve-au-Roi",201,180,151,56,56,28,121,100,100,0,0,0,-28,-21,0,0,0,-21,0,0,0,0,-28,0
"52280","Lecey",531,540,546,503,512,514,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,2,0
"52282","Leffonds",603,603,607,210,210,197,365,365,366,25,25,25,-13,1,0,0,0,0,0,0,0,0,-13,1
"52284","Leschères-sur-le-Blaiseron",359,355,316,212,245,207,147,110,109,0,10,10,-5,-38,0,0,33,-37,0,0,0,0,-38,-1
"52285","Leuchey",219,219,219,219,219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52286","Leurville",133,85,73,107,40,41,0,19,5,0,0,0,-66,5,0,0,-67,19,0,0,0,0,1,-14
"52287","Levécourt",565,565,687,565,565,566,0,0,121,0,0,72,1,121,0,0,0,0,0,0,0,0,1,121
"52288","Lezéville",482,432,424,473,423,397,9,9,27,4,4,4,-76,18,0,0,-50,0,0,0,0,0,-26,18
"52289","Liffol-le-Petit",673,928,1064,270,272,270,379,632,770,0,7,7,0,391,0,0,2,253,0,0,0,0,-2,138
"52290","Les Loges",595,615,560,495,495,512,100,120,48,5,8,0,17,-52,0,0,0,20,0,0,0,0,17,-72
"52291","Longchamp",259,258,260,202,177,179,33,57,57,21,30,30,-23,24,0,0,-25,24,0,0,0,0,2,0
"52292","Longeau-Percey",594,595,592,561,551,515,0,0,0,0,0,0,-46,0,0,0,-10,0,0,0,0,0,-36,0
"52294","Louvemont",485,358,251,187,153,155,265,172,57,2,0,0,-32,-208,0,0,-34,-93,0,0,0,0,2,-115
"52295","Louvières",397,384,324,289,276,217,108,108,107,14,10,7,-72,-1,0,0,-13,0,0,0,0,0,-59,-1
"52297","Luzy-sur-Marne",395,395,409,233,232,229,135,135,152,8,7,8,-4,17,0,0,-1,0,0,0,0,0,-3,17
"52298","Maâtz",360,368,393,112,120,120,222,222,246,0,0,0,8,24,0,0,8,0,0,0,0,0,0,24
"52300","Magneux",320,225,230,320,216,181,0,0,0,0,0,0,-139,0,0,0,-104,0,0,0,0,0,-35,0
"52301","Maisoncelles",327,327,328,327,327,328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"52302","Maizières",237,173,151,168,85,57,44,63,68,0,0,0,-111,24,0,0,-83,19,0,0,0,0,-28,5
"52303","Maizières-sur-Amance",496,496,478,470,470,451,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,-19,0
"52304","Malaincourt-sur-Meuse",266,266,266,266,266,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52305","Mandres-la-Côte",122,115,86,96,89,51,0,0,0,0,0,0,-45,0,0,0,-7,0,0,0,0,0,-38,0
"52306","Manois",337,435,387,274,291,278,33,114,63,0,0,0,4,30,0,0,17,81,0,0,0,0,-13,-51
"52307","Marac",666,646,644,539,519,513,81,81,82,0,0,0,-26,1,0,0,-20,0,0,0,0,0,-6,1
"52308","Maranville",238,219,231,57,39,39,117,116,128,0,0,0,-18,11,0,0,-18,-1,0,0,0,0,0,12
"52310","Marbéville",383,422,424,0,0,0,383,422,396,0,0,0,0,13,0,0,0,39,0,0,0,0,0,-26
"52311","Marcilly-en-Bassigny",1022,1022,1045,938,938,953,54,54,54,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0
"52312","Mardor",354,362,286,329,337,260,25,25,26,17,17,13,-69,1,0,0,8,0,0,0,0,0,-77,1
"52313","Mareilles",838,799,789,262,203,203,547,567,557,0,0,0,-59,10,0,0,-59,20,0,0,0,0,0,-10
"52315","Marnay-sur-Marne",271,182,184,230,141,141,14,14,14,11,11,11,-89,0,0,0,-89,0,0,0,0,0,0,0
"52316","Mathons",452,389,378,173,96,95,279,293,283,11,2,2,-78,4,0,0,-77,14,0,0,0,0,-1,-10
"52318","Melay",300,481,476,256,442,437,5,0,0,0,0,0,181,-5,0,0,186,-5,0,0,0,0,-5,0
"52319","Mennouveaux",311,264,264,286,239,240,0,0,0,0,0,0,-46,0,0,0,-47,0,0,0,0,0,1,0
"52320","Merrey",544,544,543,515,514,503,0,0,0,0,0,0,-12,0,0,0,-1,0,0,0,0,0,-11,0
"52321","Mertrud",135,65,95,105,35,35,30,30,31,0,0,0,-70,1,0,0,-70,0,0,0,0,0,0,1
"52322","Meures",446,433,432,259,259,230,187,174,173,31,31,31,-29,-14,0,0,0,-13,0,0,0,0,-29,-1
"52325","Millières",275,271,274,251,247,249,0,0,0,0,0,0,-2,0,0,0,-4,0,0,0,0,0,2,0
"52326","Mirbel",65,65,65,64,64,64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52327","Moëslains",116,35,35,81,0,0,0,0,0,0,0,0,-81,0,0,0,-81,0,0,0,0,0,0,0
"52328","Montcharvot",186,186,189,186,186,189,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
"52330","Montheries",150,148,120,54,69,69,96,79,51,1,1,1,15,-45,0,0,15,-17,0,0,0,0,0,-28
"52331","La Porte du Der",1847,1622,1562,1586,1375,1258,124,110,90,0,0,0,-328,-34,0,0,-211,-14,0,0,0,0,-117,-20
"52332","Val-de-Meuse",5043,4907,4951,4775,4637,4622,0,0,0,0,0,0,-153,0,0,0,-138,0,0,0,0,0,-15,0
"52335","Montot-sur-Rognon",263,340,336,201,201,197,62,139,139,10,10,10,-4,77,0,0,0,77,0,0,0,0,-4,0
"52336","Montreuil-sur-Blaise",66,66,59,55,55,48,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,-7,0
"52337","Montreuil-sur-Thonnance",124,124,111,94,94,81,30,30,30,9,9,5,-13,0,0,0,0,0,0,0,0,0,-13,0
"52341","Morancourt",177,133,92,144,100,59,5,5,5,0,0,0,-85,0,0,0,-44,0,0,0,0,0,-41,0
"52342","Morionvilliers",311,282,254,154,125,104,157,157,150,23,23,6,-50,-7,0,0,-29,0,0,0,0,0,-21,-7
"52344","Mouilleron",215,234,231,203,222,219,12,12,12,0,0,0,16,0,0,0,19,0,0,0,0,0,-3,0
"52346","Mussey-sur-Marne",259,259,247,184,184,152,51,51,49,13,13,5,-32,-2,0,0,0,0,0,0,0,0,-32,-2
"52347","Narcy",302,343,242,223,229,222,79,114,20,20,35,0,-1,-59,0,0,6,35,0,0,0,0,-7,-94
"52348","Neuilly-l'Évêque",1484,1502,1407,1426,1439,1341,0,0,0,0,0,0,-85,0,0,0,13,0,0,0,0,0,-98,0
"52349","Neuilly-sur-Suize",358,372,376,154,154,150,178,192,195,11,11,12,-4,17,0,0,0,14,0,0,0,0,-4,3
"52350","Neuvelle-lès-Voisey",141,279,277,91,249,247,50,30,30,16,21,21,156,-20,0,0,158,-20,0,0,0,0,-2,0
"52352","Ninville",498,482,479,498,482,479,0,0,0,0,0,0,-19,0,0,0,-16,0,0,0,0,0,-3,0
"52353","Nogent",2824,2715,2654,2077,2024,1934,535,479,477,5,5,4,-143,-58,0,0,-53,-56,0,0,0,0,-90,-2
"52354","Noidant-Chatenoy",246,246,247,246,246,221,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,-25,0
"52355","Noidant-le-Rocheux",412,357,339,408,353,308,0,0,0,0,0,0,-100,0,0,0,-55,0,0,0,0,0,-45,0
"52356","Nomécourt",129,123,55,112,108,0,17,15,19,4,0,0,-112,2,0,0,-4,-2,0,0,0,0,-108,4
"52357","Noncourt-sur-le-Rongeant",291,291,291,231,231,231,60,60,60,26,26,19,0,0,0,2,0,0,0,0,0,2,0,0
"52358","Noyers",506,498,499,482,474,475,0,0,0,0,0,0,-7,0,0,0,-8,0,0,0,0,0,1,0
"52359","Nully",306,207,209,189,139,138,89,40,39,9,0,0,-51,-50,0,0,-50,-49,0,0,0,0,-1,-1
"52360","Occey",266,236,241,148,118,117,91,91,90,39,36,36,-31,-1,0,0,-30,0,0,0,0,0,-1,-1
"52362","Orbigny-au-Mont",592,622,622,556,586,586,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0
"52363","Orbigny-au-Val",512,498,496,485,471,467,0,0,0,0,0,0,-18,0,0,0,-14,0,0,0,0,0,-4,0
"52364","Orcevaux",270,297,296,270,297,296,0,0,0,0,0,0,26,0,0,0,27,0,0,0,0,0,-1,0
"52365","Orges",685,636,649,269,222,206,326,324,348,39,33,21,-63,22,17,0,-47,-2,0,0,17,0,-16,24
"52366","Ormancey",673,620,609,580,501,488,68,94,95,0,0,0,-92,27,0,0,-79,26,0,0,0,0,-13,1
"52367","Ormoy-lès-Sexfontaines",89,94,94,48,48,47,41,46,47,17,17,16,-1,6,1,0,0,5,0,0,1,0,-1,1
"52369","Orquevaux",110,177,109,110,78,77,0,99,32,0,0,0,-33,32,0,0,-32,99,0,0,0,0,-1,-67
"52370","Osne-le-Val",498,471,366,383,304,198,92,144,142,8,16,16,-185,50,0,0,-79,52,0,0,0,0,-106,-2
"52371","Oudincourt",323,248,280,234,159,158,89,89,91,4,4,5,-76,2,0,0,-75,0,0,0,0,0,-1,2
"52372","Outremécourt",662,662,660,623,623,621,39,39,39,22,22,22,-2,0,0,0,0,0,0,0,0,0,-2,0
"52373","Ozières",183,172,172,183,172,172,0,0,0,0,0,0,-11,0,0,0,-11,0,0,0,0,0,0,0
"52374","Le Pailly",620,620,597,548,548,523,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,-25,0
"52375","Palaiseul",424,411,412,424,411,412,0,0,0,0,0,0,-12,0,0,0,-13,0,0,0,0,0,1,0
"52376","Pansey",289,277,262,288,276,261,1,1,1,0,0,0,-27,0,0,0,-12,0,0,0,0,0,-15,0
"52377","Parnoy-en-Bassigny",2318,2300,2288,2223,2201,2181,39,39,39,0,0,0,-42,0,0,0,-22,0,0,0,0,0,-20,0
"52378","Paroy-sur-Saulx",225,265,257,225,206,198,0,59,59,0,3,7,-27,59,0,0,-19,59,0,0,0,0,-8,0
"52380","Peigney",490,490,417,452,452,374,0,0,0,0,0,0,-78,0,0,0,0,0,0,0,0,0,-78,0
"52383","Perrancey-les-Vieux-Moulins",883,856,832,883,856,832,0,0,0,0,0,0,-51,0,0,0,-27,0,0,0,0,0,-24,0
"52384","Perrogney-les-Fontaines",456,375,338,392,311,292,40,40,15,15,0,0,-100,-25,0,0,-81,0,0,0,0,0,-19,-25
"52385","Perrusse",269,269,252,241,241,223,28,28,29,0,0,0,-18,1,0,0,0,0,0,0,0,0,-18,1
"52386","Perthes",381,283,253,285,233,182,2,3,0,0,0,0,-103,-2,0,0,-52,1,0,0,0,0,-51,-3
"52388","Pierremont-sur-Amance",959,971,1032,927,939,1000,0,0,0,0,0,0,73,0,0,0,12,0,0,0,0,0,61,0
"52390","Pisseloup",261,261,261,261,261,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52391","Planrupt",357,417,383,317,379,332,2,0,0,0,0,0,15,-2,0,0,62,-2,0,0,0,0,-47,0
"52392","Plesnoy",576,583,583,550,557,557,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0
"52393","Poinsenot",176,176,163,137,137,124,39,39,39,11,11,11,-13,0,0,0,0,0,0,0,0,0,-13,0
"52394","Poinson-lès-Fayl",712,730,731,681,699,685,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,-14,0
"52395","Poinson-lès-Grancey",347,379,377,272,304,302,75,75,75,4,4,4,30,0,0,0,32,0,0,0,0,0,-2,0
"52396","Poinson-lès-Nogent",524,524,530,469,469,474,25,25,30,28,28,30,5,5,1,0,0,0,0,0,1,0,5,5
"52397","Poiseul",231,230,225,231,230,225,0,0,0,0,0,0,-6,0,0,0,-1,0,0,0,0,0,-5,0
"52398","Poissons",387,428,458,250,256,312,101,136,108,50,50,57,62,7,0,62,6,35,0,0,0,62,56,-28
"52399","Pont-la-Ville",126,126,160,53,85,86,47,15,43,6,6,6,33,-4,0,31,32,-32,0,32,0,0,1,28
"52400","Le Châtelet-sur-Meuse",1463,1432,1435,1434,1397,1392,4,4,4,3,3,3,-42,0,0,0,-37,0,0,0,0,0,-5,0
"52401","Poulangy",518,515,513,457,454,452,34,34,34,11,11,11,-5,0,0,0,-3,0,0,0,0,0,-2,0
