"insee","nom","pixels_total_1990","pixels_total_2000","pixels_total_2012","agri_1990","agri_2000","agri_2012","foret_1990","foret_2000","foret_2012","agri_adj_foret_1990","agri_adj_foret_2000","agri_adj_foret_2012","diff_agri_12_90","diff_foret_12_90","agri_to_foret_90_12","foret_to_agri_90_12","diff_agri_00_90","diff_foret_00_90","agri_to_foret_90_00","foret_to_agri_90_00","agri_to_foret_00_12","foret_to_agri_00_12","diff_agri_12_00","diff_foret_12_00"
"13054","Marignane",1894,1897,1942,237,233,156,23,23,23,0,0,0,-81,0,0,0,-4,0,0,0,0,0,-77,0
"13055","Marseille",22822,22834,23009,924,774,382,10612,10281,10276,206,155,63,-542,-336,14,65,-150,-331,13,125,8,3,-392,-5
"13056","Martigues",7296,7348,7321,1123,1151,1043,3872,3779,3696,339,344,308,-80,-176,2,2,28,-93,0,0,2,2,-108,-83
"13057","Mas-Blanc-des-Alpilles",185,171,169,153,139,97,32,32,28,44,44,26,-56,-4,3,5,-14,0,0,0,3,5,-42,-4
"13058","Maussane-les-Alpilles",2749,2749,2760,1324,1298,1280,1310,1310,1311,324,320,319,-44,1,3,2,-26,0,0,0,3,2,-18,1
"13059","Meyrargues",3053,3085,3148,654,686,511,2183,2183,2223,152,163,119,-143,40,38,0,32,0,0,0,39,0,-175,40
"13060","Meyreuil",2059,2059,2136,732,747,562,1104,1069,1061,290,325,266,-170,-43,0,12,15,-35,0,35,1,8,-185,-8
"13061","Saint-Pierre-de-Mézoargues",446,446,402,446,446,402,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,0,-44,0
"13062","Mimet",1974,1974,1958,248,248,147,1471,1471,1379,151,151,88,-101,-92,15,0,0,0,0,0,15,0,-101,-92
"13063","Miramas",2583,2634,2646,1031,981,735,817,774,802,308,288,278,-296,-15,32,35,-50,-43,0,32,49,3,-246,28
"13064","Mollégès",1515,1505,1505,1435,1411,1385,0,0,0,0,0,0,-50,0,0,0,-24,0,0,0,0,0,-26,0
"13065","Mouriès",3732,3849,3849,2220,2437,2401,1332,1224,1222,481,481,481,181,-110,29,138,217,-108,28,136,1,2,-36,-2
"13066","Noves",2620,2577,2574,2245,2202,2112,216,216,200,132,132,126,-133,-16,26,19,-43,0,0,0,26,19,-90,-16
"13067","Orgon",2671,2671,2697,1326,1133,1464,1199,1362,1021,335,274,373,138,-178,2,164,-193,163,163,0,0,325,331,-341
"13068","Paradou",1181,1116,1122,666,595,585,422,422,422,179,173,173,-81,0,0,0,-71,0,0,0,0,0,-10,0
"13069","Pélissanne",1960,1959,1961,938,931,831,649,649,620,225,225,196,-107,-29,0,0,-7,0,0,0,0,0,-100,-29
"13070","La Penne-sur-Huveaune",411,411,411,0,2,0,164,162,162,0,0,0,0,-2,0,0,2,-2,0,2,0,0,-2,0
"13071","Les Pennes-Mirabeau",3574,3574,3574,904,848,586,1706,1607,1519,282,276,152,-318,-187,11,0,-56,-99,5,0,6,0,-262,-88
"13072","Peynier",2113,2239,2149,666,664,615,1353,1469,1361,135,131,108,-51,8,18,0,-2,116,19,0,0,0,-49,-108
"13073","Peypin",1293,1298,1296,30,33,6,960,943,891,15,18,6,-24,-69,0,0,3,-17,0,3,0,0,-27,-52
"13074","Peyrolles-en-Provence",2074,2102,1984,401,451,296,1496,1372,1364,135,169,146,-105,-132,10,71,50,-124,0,60,10,11,-155,-8
"13075","Plan-de-Cuques",958,958,958,77,56,11,562,562,562,1,1,0,-66,0,0,0,-21,0,0,0,0,0,-45,0
"13076","Plan-d'Orgon",1597,1597,1626,1228,1128,1156,255,255,234,109,83,93,-72,-21,2,9,-100,0,0,0,2,9,28,-21
"13077","Port-de-Bouc",1240,1240,1240,280,280,253,366,366,364,85,85,71,-27,-2,0,0,0,0,0,0,0,0,-27,-2
"13078","Port-Saint-Louis-du-Rhône",4757,5600,5627,2445,2273,2274,1863,2796,2603,117,102,100,-171,740,285,3,-172,933,285,8,0,0,1,-193
"13079","Puyloubier",3283,3283,3268,1683,1683,1682,1480,1480,1482,323,323,320,-1,2,1,0,0,0,0,0,1,0,-1,2
"13080","Le Puy-Sainte-Réparade",3085,3089,3096,1407,1380,1312,1553,1523,1534,384,374,336,-95,-19,36,5,-27,-30,31,0,5,5,-68,11
"13081","Rognac",1854,1854,1854,374,347,338,737,737,722,132,122,117,-36,-15,0,1,-27,0,0,0,0,1,-9,-15
"13082","Rognes",5704,5704,5800,2065,2065,2172,3555,3555,3320,889,889,931,107,-235,0,219,0,0,0,0,0,219,107,-235
"13083","Rognonas",898,898,916,714,697,689,33,33,32,26,26,14,-25,-1,0,30,-17,0,0,0,0,30,-8,-1
"13084","La Roque-d'Anthéron",2560,2560,2500,1068,1095,948,1290,1322,1306,130,146,101,-120,16,2,5,27,32,0,0,2,10,-147,-16
"13085","Roquefort-la-Bédoule",3207,3207,3207,405,423,324,2640,2593,2574,260,261,190,-81,-66,1,4,18,-47,0,18,1,0,-99,-19
"13086","Roquevaire",2530,2530,2530,537,612,7,1703,1521,1528,252,173,3,-530,-175,8,0,75,-182,1,121,6,0,-605,7
"13087","Rousset",1631,1690,1835,1023,1111,1235,402,309,301,157,148,143,212,-101,0,73,88,-93,0,93,0,8,124,-8
"13088","Le Rove",2412,2412,2411,44,4,3,2166,2164,2163,36,2,1,-41,-3,0,0,-40,-2,0,0,0,0,-1,-1
"13089","Saint-Andiol",1732,1662,1662,1674,1595,1553,0,0,0,0,0,0,-121,0,0,0,-79,0,0,0,0,0,-42,0
"13090","Saint-Antonin-sur-Bayon",1675,1675,1300,140,140,196,1535,1535,1104,91,91,74,56,-431,0,0,0,0,0,0,0,0,56,-431
"13091","Saint-Cannat",3159,3117,3139,1450,1438,1233,1391,1349,1364,297,278,272,-217,-27,15,42,-12,-42,0,0,15,0,-205,15
"13092","Saint-Chamas",2614,2612,2614,671,608,602,1645,1633,1616,196,179,191,-69,-29,0,10,-63,-12,0,0,0,10,-6,-17
"13093","Saint-Estève-Janson",470,470,465,64,64,18,406,406,411,28,28,8,-46,5,0,0,0,0,0,0,0,0,-46,5
"13094","Saint-Étienne-du-Grès",2752,1800,1800,1422,470,480,1217,1217,1197,124,124,146,-942,-20,9,29,-952,0,0,0,9,29,10,-20
"13095","Saint-Marc-Jaumegarde",1100,1106,1166,99,102,28,988,991,998,63,65,11,-71,10,15,0,3,3,0,0,15,0,-74,7
"13096","Saintes-Maries-de-la-Mer",6266,6526,6204,4661,4774,4536,1446,1553,1491,53,56,56,-125,45,0,0,113,107,0,0,0,0,-238,-62
"13097","Saint-Martin-de-Crau",19598,20127,20264,7808,9333,9284,11221,9879,9703,1534,1673,1605,1476,-1518,88,1409,1525,-1342,96,1303,29,142,-49,-176
"13098","Saint-Mitre-les-Remparts",2017,2017,2008,538,526,332,1243,1243,1235,259,259,190,-206,-8,47,5,-12,0,0,0,47,5,-194,-8
"13099","Saint-Paul-lès-Durance",2247,2100,2246,103,142,121,1774,1525,1511,57,56,56,18,-263,0,26,39,-249,0,40,0,0,-21,-14
"13100","Saint-Rémy-de-Provence",8000,7619,7569,4528,4126,4033,3119,3119,2946,424,411,415,-495,-173,29,112,-402,0,0,0,29,112,-93,-173
"13101","Saint-Savournin",668,668,667,55,55,52,442,442,432,35,35,37,-3,-10,0,2,0,0,0,0,0,2,-3,-10
"13102","Saint-Victoret",534,534,534,123,123,100,52,52,52,12,12,12,-23,0,0,0,0,0,0,0,0,0,-23,0
"13103","Salon-de-Provence",6979,6987,6990,4125,3949,3774,1536,1470,1464,294,322,323,-351,-72,0,41,-176,-66,0,38,1,3,-175,-6
"13104","Sausset-les-Pins",1292,1298,1298,30,36,36,931,917,891,18,22,22,6,-40,0,0,6,-14,0,0,0,0,0,-26
"13105","Sénas",2842,2920,2990,2093,2096,2207,480,542,489,197,183,194,114,9,33,27,3,62,62,0,8,61,111,-53
"13106","Septèmes-les-Vallons",1911,1911,1911,79,77,71,1287,1251,1206,11,11,11,-8,-81,0,0,-2,-36,0,0,0,0,-6,-45
"13107","Simiane-Collongue",3181,3181,3181,572,572,204,2479,2450,2442,181,181,22,-368,-37,0,0,0,-29,0,0,0,0,-368,-8
"13108","Tarascon",7126,5113,4949,5230,3196,2894,1520,1485,1433,237,202,156,-2336,-87,1,1,-2034,-35,0,0,1,1,-302,-52
"13109","Le Tholonet",1120,1120,1120,316,316,300,717,717,717,190,190,182,-16,0,0,0,0,0,0,0,0,0,-16,0
"13110","Trets",6349,6318,6326,2690,2634,2503,3444,3413,3412,340,333,317,-187,-32,0,1,-56,-31,0,0,0,1,-131,-1
"13111","Vauvenargues",1732,1758,1827,203,203,147,1425,1451,1533,66,66,45,-56,108,11,0,0,26,0,0,11,0,-56,82
"13112","Velaux",2639,2639,2639,1054,1079,905,1306,1201,1203,312,332,296,-149,-103,10,52,25,-105,0,44,30,28,-174,2
"13113","Venelles",1720,1720,1747,565,557,379,900,900,899,156,156,89,-186,-1,12,0,-8,0,0,0,12,0,-178,-1
"13114","Ventabren",2374,2445,2445,480,368,339,1507,1485,1485,167,142,137,-141,-22,8,2,-112,-22,0,0,8,2,-29,0
"13115","Vernègues",1461,1461,1474,451,494,428,971,907,918,220,188,166,-23,-53,16,44,43,-64,0,43,16,1,-66,11
"13116","Verquières",517,517,517,491,454,487,0,0,0,0,0,0,-4,0,0,0,-37,0,0,0,0,0,33,0
"13117","Vitrolles",3667,3679,3679,353,310,295,1633,1618,1611,148,148,148,-58,-22,0,2,-43,-15,0,0,0,2,-15,-7
"13118","Coudoux",1386,1386,1386,524,524,494,739,730,726,97,97,97,-30,-13,0,4,0,-9,0,0,0,4,-30,-4
"13119","Carnoux-en-Provence",431,431,431,0,0,0,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14001","Ablon",920,920,920,814,814,757,106,106,98,66,66,67,-57,-8,0,8,0,0,0,0,0,8,-57,-8
"14003","Agy",334,307,308,312,285,286,0,0,0,0,0,0,-26,0,0,0,-27,0,0,0,0,0,1,0
"14005","Valambray",797,802,940,671,676,765,41,41,41,20,20,19,94,0,0,0,5,0,0,0,0,0,89,0
"14006","Amayé-sur-Orne",158,162,167,82,86,76,0,0,0,0,0,0,-6,0,0,0,4,0,0,0,0,0,-10,0
"14007","Amayé-sur-Seulles",365,344,315,365,344,315,0,0,0,0,0,0,-50,0,0,0,-21,0,0,0,0,0,-29,0
"14009","Amfreville",241,256,262,137,131,143,0,0,0,0,0,0,6,0,0,0,-6,0,0,0,0,0,12,0
"14012","Angerville",455,455,455,455,455,453,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0
"14014","Colomby-Anguerny",61,65,75,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0
"14015","Anisy",39,56,59,0,3,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,-1,0
"14016","Annebault",503,516,497,503,516,494,0,0,0,0,0,0,-9,0,0,0,13,0,0,0,0,0,-22,0
"14019","Arganchy",335,431,442,334,430,439,0,0,0,0,0,0,105,0,0,0,96,0,0,0,0,0,9,0
"14020","Argences",663,659,696,540,542,503,6,0,0,1,0,0,-37,-6,0,0,2,-6,0,0,0,0,-39,0
"14021","Arromanches-les-Bains",50,75,75,5,30,29,0,0,0,0,0,0,24,0,0,0,25,0,0,0,0,0,-1,0
"14022","Asnelles",85,85,86,0,0,0,17,17,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,-17
"14023","Asnières-en-Bessin",432,461,459,432,461,459,0,0,0,0,0,0,27,0,0,0,29,0,0,0,0,0,-2,0
"14024","Auberville",204,204,229,163,157,121,1,1,1,1,1,1,-42,0,0,0,-6,0,0,0,0,0,-36,0
"14025","Aubigny",239,263,252,138,162,144,48,48,48,39,43,43,6,0,0,0,24,0,0,0,0,0,-18,0
"14026","Audrieu",370,390,400,320,340,338,0,0,0,0,0,0,18,0,0,0,20,0,0,0,0,0,-2,0
"14027","Les Monts d'Aunay",4596,4613,4299,3759,3766,3502,670,680,620,278,259,230,-257,-50,34,7,7,10,4,0,30,6,-264,-60
"14030","Authie",39,68,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14032","Les Authieux-sur-Calonne",1098,1118,1118,1098,1118,1118,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0
"14033","Auvillars",1073,1122,1057,1073,1122,1057,0,0,0,0,0,0,-16,0,0,0,49,0,0,0,0,0,-65,0
"14034","Avenay",161,163,141,119,121,82,0,0,0,0,0,0,-37,0,0,0,2,0,0,0,0,0,-39,0
"14035","Balleroy-sur-Drôme",1078,1019,1006,921,854,809,0,0,0,0,0,0,-112,0,0,0,-67,0,0,0,0,0,-45,0
"14036","Banneville-la-Campagne",199,234,279,192,227,271,0,0,0,0,0,0,79,0,0,0,35,0,0,0,0,0,44,0
"14037","Malherbe-sur-Ajon",359,400,398,359,400,368,0,0,0,0,0,0,9,0,0,0,41,0,0,0,0,0,-32,0
"14038","Banville",103,115,129,63,75,71,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,-4,0
"14039","Barbery",167,206,209,121,152,151,6,14,6,5,5,5,30,0,0,0,31,8,0,0,0,0,-1,-8
"14040","Barbeville",182,166,164,171,155,152,0,0,0,0,0,0,-19,0,0,0,-16,0,0,0,0,0,-3,0
"14041","Barneville-la-Bertran",257,257,257,257,257,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14042","Baron-sur-Odon",198,196,209,114,112,111,0,0,0,0,0,0,-3,0,0,0,-2,0,0,0,0,0,-1,0
"14043","Barou-en-Auge",259,239,208,248,228,197,11,11,11,0,0,0,-51,0,0,0,-20,0,0,0,0,0,-31,0
"14044","Basly",27,27,71,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,0
"14045","Basseneville",937,911,967,830,866,916,107,45,51,57,20,29,86,-56,0,56,36,-62,0,0,0,6,50,6
"14046","Bavent",1349,1368,1365,1253,1242,1233,32,30,30,1,1,1,-20,-2,0,0,-11,-2,0,0,0,0,-9,0
"14047","Bayeux",710,716,715,129,130,102,0,0,0,0,0,0,-27,0,0,0,1,0,0,0,0,0,-28,0
"14049","Bazenville",132,132,134,130,130,132,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
"14050","La Bazoque",542,721,715,542,721,715,0,0,0,0,0,0,173,0,0,0,179,0,0,0,0,0,-6,0
"14053","Beaumais",192,216,217,145,169,170,47,47,47,0,0,0,25,0,0,0,24,0,0,0,0,0,1,0
"14054","Beaumesnil",377,341,333,377,341,333,0,0,0,0,0,0,-44,0,0,0,-36,0,0,0,0,0,-8,0
"14055","Beaumont-en-Auge",747,754,699,747,754,699,0,0,0,0,0,0,-48,0,0,0,7,0,0,0,0,0,-55,0
"14057","Bellengreville",231,208,220,82,50,51,25,25,25,0,0,0,-31,0,0,0,-32,0,0,0,0,0,1,0
"14059","Benerville-sur-Mer",278,288,263,138,112,111,39,39,15,5,3,0,-27,-24,0,0,-26,0,0,0,0,0,-1,-24
"14060","Bénouville",216,232,228,70,69,37,24,31,31,11,19,19,-33,7,0,0,-1,7,0,0,0,0,-32,0
"14061","Souleuvre en Bocage",12985,12786,12386,11888,11672,11147,835,846,904,448,442,492,-741,69,75,9,-216,11,19,0,57,5,-525,58
"14062","Bény-sur-Mer",34,34,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14063","Bernesq",565,676,676,535,646,646,30,30,30,40,40,40,111,0,0,0,111,0,0,0,0,0,0,0
"14064","Bernières-d'Ailly",250,281,280,60,65,64,185,211,211,0,0,0,4,26,0,0,5,26,0,0,0,0,-1,0
"14066","Bernières-sur-Mer",141,141,127,12,12,12,25,25,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,-25
"14068","Biéville-Beuville",229,216,267,48,30,30,0,0,0,0,0,0,-18,0,0,0,-18,0,0,0,0,0,0,0
"14069","Beuvillers",569,569,569,473,472,436,0,0,0,0,0,0,-37,0,0,0,-1,0,0,0,0,0,-36,0
"14070","Beuvron-en-Auge",787,829,869,787,795,869,0,0,0,0,0,0,82,0,0,0,8,0,0,0,0,0,74,0
"14076","Blainville-sur-Orne",361,413,446,72,63,63,0,2,3,0,1,1,-9,3,0,0,-9,2,0,0,0,0,0,1
"14077","Blangy-le-Château",903,950,1008,798,845,888,72,72,71,32,32,33,90,-1,0,1,47,0,0,0,0,1,43,-1
"14078","Blay",467,539,539,427,499,500,40,40,39,10,23,23,73,-1,0,1,72,0,0,0,0,1,1,-1
"14079","Blonville-sur-Mer",710,710,708,592,582,565,1,1,0,0,0,0,-27,-1,0,0,-10,0,0,0,0,0,-17,-1
"14080","Le Bô",319,366,365,288,335,334,31,31,31,23,26,26,46,0,0,0,47,0,0,0,0,0,-1,0
"14082","La Boissière",183,183,184,169,169,167,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0
"14083","Bonnebosq",1012,994,945,984,966,917,0,0,0,0,0,0,-67,0,0,0,-18,0,0,0,0,0,-49,0
"14084","Bonnemaison",450,413,420,417,380,386,33,33,34,19,19,18,-31,1,0,0,-37,0,0,0,0,0,6,1
"14085","Bonneville-la-Louvet",1962,1974,1965,1962,1974,1947,0,0,0,0,0,0,-15,0,0,0,12,0,0,0,0,0,-27,0
"14086","Bonneville-sur-Touques",725,747,720,683,707,669,0,0,0,0,0,0,-14,0,0,0,24,0,0,0,0,0,-38,0
"14087","Bonnœil",508,547,531,408,447,432,73,73,72,15,14,14,24,-1,0,1,39,0,0,0,0,1,-15,-1
"14088","Bons-Tassilly",316,308,293,270,262,247,10,10,10,13,13,13,-23,0,0,0,-8,0,0,0,0,0,-15,0
"14089","Bougy",44,43,75,18,17,44,0,0,0,0,0,0,26,0,0,0,-1,0,0,0,0,0,27,0
"14090","Boulon",365,374,368,319,340,338,20,8,0,0,0,0,19,-20,0,0,21,-12,0,0,0,0,-2,-8
"14091","Bourgeauville",517,575,556,517,575,556,0,0,0,0,0,0,39,0,0,0,58,0,0,0,0,0,-19,0
"14092","Bourguébus",100,100,132,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14093","Branville",535,551,518,535,551,518,0,0,0,0,0,0,-17,0,0,0,16,0,0,0,0,0,-33,0
"14096","Brémoy",960,903,806,764,746,659,196,157,147,70,70,69,-105,-49,0,0,-18,-39,0,0,0,0,-87,-10
"14097","Bretteville-le-Rabet",66,75,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14098","Thue et Mue",749,775,828,495,515,428,0,0,0,0,0,0,-67,0,0,0,20,0,0,0,0,0,-87,0
"14100","Bretteville-sur-Laize",333,382,428,254,303,303,0,0,0,0,0,0,49,0,0,0,49,0,0,0,0,0,0,0
"14101","Bretteville-sur-Odon",374,361,428,127,84,83,0,0,0,0,0,0,-44,0,0,0,-43,0,0,0,0,0,-1,0
"14102","Le Breuil-en-Auge",857,856,855,774,773,765,0,0,0,0,0,0,-9,0,0,0,-1,0,0,0,0,0,-8,0
"14103","Le Breuil-en-Bessin",363,381,383,339,357,356,0,0,0,0,0,0,17,0,0,0,18,0,0,0,0,0,-1,0
"14104","Le Brévedent",387,387,387,319,319,319,68,68,68,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0
"14106","Bréville-les-Monts",151,162,189,114,125,147,0,0,0,0,0,0,33,0,0,0,11,0,0,0,0,0,22,0
"14107","Bricqueville",634,638,619,634,638,619,0,0,0,0,0,0,-15,0,0,0,4,0,0,0,0,0,-19,0
"14110","Brucourt",627,685,684,627,685,684,0,0,0,0,0,0,57,0,0,0,58,0,0,0,0,0,-1,0
"14111","Bucéels",273,313,286,271,311,282,0,0,0,0,0,0,11,0,0,0,40,0,0,0,0,0,-29,0
"14116","Le Bû-sur-Rouvres",44,44,26,44,44,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,0,-44,0
"14117","Cabourg",509,599,596,214,144,137,38,38,38,0,0,0,-77,0,0,0,-70,0,0,0,0,0,-7,0
"14118","Caen",2513,2532,2545,131,128,127,0,0,0,0,0,0,-4,0,0,0,-3,0,0,0,0,0,-1,0
"14119","Cagny",118,123,214,12,17,69,0,0,0,0,0,0,57,0,0,0,5,0,0,0,0,0,52,0
"14120","Cahagnes",1654,1585,1525,1603,1534,1463,25,25,25,12,12,4,-140,0,0,0,-69,0,0,0,0,0,-71,0
"14121","Cahagnolles",312,391,357,312,391,357,0,0,0,0,0,0,45,0,0,0,79,0,0,0,0,0,-34,0
"14122","La Caine",212,178,177,212,178,177,0,0,0,0,0,0,-35,0,0,0,-34,0,0,0,0,0,-1,0
"14123","Cairon",99,113,141,13,27,27,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0
"14124","La Cambe",815,871,874,760,816,819,0,0,0,0,0,0,59,0,0,0,56,0,0,0,0,0,3,0
"14125","Cambes-en-Plaine",70,70,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14126","Cambremer",2444,2530,2515,2387,2473,2458,0,0,0,0,0,0,71,0,0,0,86,0,0,0,0,0,-15,0
"14127","Campagnolles",646,671,622,646,671,622,0,0,0,0,0,0,-24,0,0,0,25,0,0,0,0,0,-49,0
"14130","Campigny",251,215,215,224,188,188,27,27,27,21,21,21,-36,0,0,0,-36,0,0,0,0,0,0,0
"14131","Canapville",271,299,299,225,253,250,0,0,0,0,0,0,25,0,0,0,28,0,0,0,0,0,-3,0
"14132","Canchy",510,522,522,507,519,519,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0
"14134","Canteloup",119,119,119,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14135","Carcagny",113,110,112,88,85,87,0,0,0,0,0,0,-1,0,0,0,-3,0,0,0,0,0,2,0
"14136","Cardonville",327,306,305,327,306,305,0,0,0,0,0,0,-22,0,0,0,-21,0,0,0,0,0,-1,0
"14137","Carpiquet",325,345,366,3,0,0,0,0,0,0,0,0,-3,0,0,0,-3,0,0,0,0,0,0,0
"14138","Cartigny-l'Épinay",707,797,785,707,797,785,0,0,0,0,0,0,78,0,0,0,90,0,0,0,0,0,-12,0
"14140","Castillon",821,848,842,817,844,836,0,0,0,0,0,0,19,0,0,0,27,0,0,0,0,0,-8,0
"14141","Castillon-en-Auge",639,665,659,639,665,659,0,0,0,0,0,0,20,0,0,0,26,0,0,0,0,0,-6,0
"14143","Caumont-sur-Aure",2487,2494,2449,2443,2450,2374,0,0,0,0,0,0,-69,0,0,0,7,0,0,0,0,0,-76,0
"14145","Cauvicourt",156,158,156,86,86,80,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,-6,0
"14146","Cauville",396,355,357,396,355,357,0,0,0,0,0,0,-39,0,0,0,-41,0,0,0,0,0,2,0
"14147","Cernay",297,263,263,297,263,263,0,0,0,0,0,0,-34,0,0,0,-34,0,0,0,0,0,0,0
"14149","Cesny-aux-Vignes",78,117,121,44,83,82,0,0,0,0,0,0,38,0,0,0,39,0,0,0,0,0,-1,0
"14150","Cesny-les-Sources",1233,1423,1407,962,1145,1146,197,204,187,45,59,51,184,-10,1,0,183,7,0,0,1,0,1,-17
"14159","Chouain",212,206,205,212,206,205,0,0,0,0,0,0,-7,0,0,0,-6,0,0,0,0,0,-1,0
"14160","Cintheaux",49,49,55,49,49,40,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,-9,0
"14161","Clarbec",906,891,891,906,891,891,0,0,0,0,0,0,-15,0,0,0,-15,0,0,0,0,0,0,0
"14162","Clécy",1466,1877,1888,1406,1817,1817,5,5,5,6,6,6,411,0,0,0,411,0,0,0,0,0,0,0
"14163","Cléville",590,703,691,546,659,626,0,0,0,0,0,0,80,0,0,0,113,0,0,0,0,0,-33,0
"14165","Colleville-sur-Mer",513,578,426,387,452,261,90,90,58,26,26,8,-126,-32,0,7,65,0,0,0,0,7,-191,-32
"14166","Colleville-Montgomery",274,279,285,156,154,153,7,7,0,0,0,0,-3,-7,0,0,-2,0,0,0,0,0,-1,-7
"14167","Colombelles",555,573,573,48,48,25,43,43,43,0,0,0,-23,0,0,0,0,0,0,0,0,0,-23,0
"14168","Colombières",1077,1054,1052,1048,1025,1023,0,0,0,0,0,0,-25,0,0,0,-23,0,0,0,0,0,-2,0
"14169","Colombiers-sur-Seulles",100,100,115,100,100,115,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0
"14171","Combray",250,225,224,222,197,197,28,28,27,20,20,19,-25,-1,0,0,-25,0,0,0,0,0,0,-1
"14172","Commes",372,332,332,345,305,302,21,21,21,15,7,7,-43,0,0,0,-40,0,0,0,0,0,-3,0
"14173","Condé-sur-Ifs",142,142,139,97,97,94,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,-3,0
"14174","Condé-en-Normandie",3864,4353,4200,3505,3973,3785,1,1,0,5,5,0,280,-1,0,0,468,0,0,0,0,0,-188,-1
"14175","Condé-sur-Seulles",169,160,190,142,133,163,0,0,0,0,0,0,21,0,0,0,-9,0,0,0,0,0,30,0
"14177","Coquainvilliers",1038,1041,1054,984,987,968,0,0,0,0,0,0,-16,0,0,0,3,0,0,0,0,0,-19,0
"14179","Cordebugle",650,619,499,650,619,499,0,0,0,0,0,0,-151,0,0,0,-31,0,0,0,0,0,-120,0
"14180","Cordey",249,249,248,245,245,244,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"14181","Cormelles-le-Royal",303,323,325,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14182","Cormolain",804,712,635,804,712,635,0,0,0,0,0,0,-169,0,0,0,-92,0,0,0,0,0,-77,0
"14183","Cossesseville",333,425,424,333,425,424,0,0,0,0,0,0,91,0,0,0,92,0,0,0,0,0,-1,0
"14184","Cottun",264,246,232,264,246,232,0,0,0,0,0,0,-32,0,0,0,-18,0,0,0,0,0,-14,0
"14190","Courcy",91,92,88,57,58,58,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"14191","Courseulles-sur-Mer",251,274,269,27,31,31,25,25,0,0,0,0,4,-25,0,0,4,0,0,0,0,0,0,-25
"14193","Courtonne-la-Meurdrac",1105,1106,1084,1105,1106,1084,0,0,0,0,0,0,-21,0,0,0,1,0,0,0,0,0,-22,0
"14194","Courtonne-les-Deux-Églises",1048,1081,1049,938,971,939,110,110,110,46,46,46,1,0,0,0,33,0,0,0,0,0,-32,0
"14195","Courvaudon",314,334,336,314,334,336,0,0,0,0,0,0,22,0,0,0,20,0,0,0,0,0,2,0
"14196","Crépon",112,112,100,79,79,63,0,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,-16,0
"14197","Cresserons",59,59,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14198","Cresseveuille",607,607,607,607,607,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14200","Creully sur Seulles",517,545,565,414,415,412,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,0,-3,0
"14202","Cricquebœuf",200,201,201,191,192,163,0,0,0,0,0,0,-28,0,0,0,1,0,0,0,0,0,-29,0
"14203","Cricqueville-en-Auge",647,727,727,647,727,727,0,0,0,0,0,0,80,0,0,0,80,0,0,0,0,0,0,0
"14204","Cricqueville-en-Bessin",570,615,616,570,615,616,0,0,0,0,0,0,46,0,0,0,45,0,0,0,0,0,1,0
"14205","Cristot",128,132,117,128,132,117,0,0,0,0,0,0,-11,0,0,0,4,0,0,0,0,0,-15,0
"14206","Crocy",300,300,313,213,213,226,37,37,37,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0
